C.D.S.  -  SIMBAD4 rel 1.7  -  2020.08.18CEST10:10:23

dec >= 40 & Bmag <= 7.5
-----------------------

Number of objects : 2740

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|-----|----
2009|HD 67224                           |PM*|08 10 03.7770999333 +58 14 53.689255380| 8.820| 7.280| 5.890|     ~|     ~|K4III:               |  15 |   0
2010|HD 66138                           |PM*|08 05 10.4001005621 +57 46 22.872129496|     ~| 7.451| 7.065|     ~|     ~|F5                   |  24 |   0
2011|* 54 Cam                           |RS*|08 02 35.7835065543 +57 16 25.063421482|     ~| 7.11 | 6.49 |     ~|     ~|F8V                  | 165 |   0
2012|* 52 Cam                           |*  |07 56 26.7142593910 +56 30 16.018034246| 6.780| 6.750| 6.720|     ~|     ~|A2IV                 |  17 |   0
2013|HD 60818                           |PM*|07 39 12.4602555678 +53 54 02.145213917|     ~| 6.721| 6.655|     ~|     ~|B9                   |  11 |   0
2014|HD 63586                           |*  |07 52 36.4268395409 +55 12 33.985420492| 6.310| 6.360| 6.370|     ~|     ~|A0Vn                 |  33 |   0
2015|HD 63332                           |PM*|07 51 05.7112483642 +54 07 45.272686523|     ~| 6.493| 6.020|     ~|     ~|F6V                  |  56 |   0
2016|HD 60912                           |PM*|07 39 21.6085237019 +50 31 42.730971310|     ~| 7.35 | 6.90 |     ~|     ~|F5                   |  25 |   0
2017|* 21 Lyn                           |PM*|07 26 42.8518693 +49 12 41.490677      |     ~| 4.594| 4.610|     ~|     ~|A0.5Vs               | 101 |   0
2018|* 22 Lyn                           |PM*|07 29 55.9568245403 +49 40 20.861583932|     ~| 5.802| 5.357|     ~|     ~|F6V                  | 120 |   0
2019|HD 59034                           |V* |07 30 33.4716057162 +48 52 45.867669687|     ~| 7.42 | 7.27 |     ~|     ~|A2                   |   6 |   0
2020|HD 60063                           |*  |07 35 07.4400042976 +48 40 51.002544984|     ~| 7.32 | 6.96 |     ~|     ~|F0                   |  26 |   0
2021|HD 57950                           |*  |07 25 51.9647749937 +48 32 51.953324782|     ~| 6.71 | 6.77 |     ~|     ~|B9IV                 |  12 |   0
2022|HD 58661                           |** |07 28 51.4894333018 +48 11 02.190781649|     ~| 5.611| 5.703|     ~|     ~|B9IIIpSr             |  98 |   0
2023|HD 58661A                          |SB*|07 28 51.482 +48 11 02.15              |     ~| 5.608| 5.710|     ~|     ~|~                    |   4 |   0
2024|HD 58520                           |PM*|07 28 08.6433231464 +46 31 18.099663433|     ~| 6.95 | 6.86 |     ~|     ~|A2                   |  15 |   0
2025|HD 56963                           |*  |07 21 17.4995490442 +45 13 41.434439025|     ~| 6.065| 5.739|     ~| 5.38 |F2VkF1mF0            |  46 |   0
2026|V* V463 Aur                        |a2*|07 12 01.0807671401 +43 50 34.731993750|     ~| 6.898| 6.878|     ~|     ~|A0                   |  18 |   0
2027|HD 149303                          |*  |16 31 47.2283629879 +45 35 53.746886684| 5.850| 5.78 | 5.68 | 7.16 |     ~|A2Vn_lB              |  56 |   0
2028|HD 148551                          |*  |16 26 51.4281409961 +44 57 15.722773205|     ~| 7.44 | 7.42 |     ~|     ~|A0                   |   2 |   0
2029|HD 150203                          |*  |16 37 30.1715062793 +43 33 53.050763570| 7.390| 7.370| 7.280|     ~|     ~|A2                   |  10 |   0
2030|HD 147352                          |*  |16 19 11.2135347963 +49 02 17.368350822|     ~| 7.28 | 5.91 |     ~|     ~|K6III                |  22 |   0
2031|IDS 15485+5312                     |** |15 51 10.07769 +52 54 25.1561          |     ~| 6.5  | 6.5  |     ~|     ~|A0                   |  14 |   1
2032|HD 144204                          |*  |16 02 05.5657635885 +52 54 57.369848893|     ~| 7.420| 5.902|     ~|     ~|K5III                |  26 |   0
2033|HD 139992                          |*  |15 38 38.8264828070 +55 53 56.726888779|     ~| 7.34 | 7.28 |     ~|     ~|B9                   |  14 |   0
2034|HD 142531                          |PM*|15 52 16.5565081709 +55 49 36.169756776|     ~| 6.787| 5.800|     ~|     ~|G8III:               |  28 |   0
2035|HD 141472                          |PM*|15 46 34.7593399824 +55 28 29.236504706|     ~| 7.346| 5.917|     ~|     ~|K3III                |  20 |   0
2036|HD 141675                          |*  |15 47 37.9271599127 +55 22 35.855194523|     ~| 6.122| 5.878|     ~|     ~|A3m                  |  67 |   1
2037|HD 138367                          |PM*|15 28 51.9277547571 +57 26 42.642049475|     ~| 7.36 |     ~| 6.6  |     ~|F6IV-V               |  35 |   0
2038|* iot Dra                          |V* |15 24 55.7746265 +58 57 57.834445      | 5.68 | 4.45 | 3.29 | 2.51 | 1.91 |K2III                | 368 |   1
2039|HD 132890                          |*  |14 58 39.3367890678 +61 40 00.850029006|     ~| 7.29 | 7.22 |     ~|     ~|A2                   |  11 |   0
2040|HD 133388                          |V* |15 01 27.0986143066 +60 12 15.882502194| 6.130| 6.030| 5.920|     ~|     ~|A4V                  |  31 |   0
2041|HD 128385                          |PM*|14 33 35.5447711542 +65 23 43.548748157| 7.090| 7.100| 6.610|     ~|     ~|F5                   |  44 |   0
2042|* alf Dra                          |SB*|14 04 23.3499533 +64 22 33.061896      | 3.520| 3.640| 3.680|     ~|     ~|A0III                | 254 |   0
2043|HD 115612                          |*  |13 16 28.6370738111 +68 24 28.795106219|     ~| 6.134| 6.189|     ~| 6.23 |B8V                  |  33 |   0
2044|* 4 Dra                            |SB*|12 30 06.6714652729 +69 12 03.989989948| 8.38 | 6.57 | 4.95 |     ~|     ~|M3+IIIa              | 117 |   0
2045|* 6 Dra                            |SB*|12 34 44.0033748488 +70 01 18.418534032|     ~| 6.255| 4.946|     ~|     ~|K2.5IIIFe-2          |  52 |   0
2046|* kap Dra                          |Be*|12 33 28.9420577565 +69 47 17.633094524| 3.18 | 3.75 | 3.89 | 3.84 | 3.92 |B6IIIe               | 354 |   0
2047|HD 104316                          |*  |12 00 52.6784500877 +70 14 16.287292433|     ~| 6.836| 6.736|     ~|     ~|A0                   |  12 |   0
2048|HD 106574                          |*  |12 15 08.4925341122 +70 12 00.029373523|     ~| 6.909| 5.719|     ~|     ~|K2III                |  25 |   0
2049|* lam Dra                          |V* |11 31 24.2207524 +69 19 51.869616      | 7.44 | 5.47 | 3.85 | 2.54 | 1.55 |M0III-IIIaCa1        | 122 |   0
2050|HD 102925                          |SB*|11 51 20.1216127571 +68 50 01.905357641|     ~| 7.40 | 7.23 |     ~|     ~|Am                   |  16 |   0
2051|HD 97138                           |V* |11 12 10.9406373283 +68 16 18.736626677| 6.670| 6.560| 6.430|     ~|     ~|A3V                  |  20 |   0
2052|V* EP UMa                          |a2*|11 09 39.7871529917 +67 12 36.757096055|     ~| 6.278| 6.061|     ~|     ~|A7IVpSr              |  75 |   0
2053|HD 92523                           |*  |10 43 04.0407893382 +69 04 34.374231110|     ~| 6.397| 4.992|     ~|     ~|K3III                |  85 |   0
2054|HD 92354                           |*  |10 41 48.2584484093 +68 26 36.604034926|     ~| 7.047| 5.729|     ~|     ~|K3III                |  25 |   0
2055|HD 84812                           |PM*|09 50 23.5851486257 +65 35 35.619678796|     ~| 6.546| 6.262|     ~|     ~|A9Vn                 |  29 |   0
2056|HD 83962                           |** |09 44 36.5487978358 +64 59 02.793933195| 6.640| 6.600| 6.210|     ~|     ~|F3Vn                 |  45 |   0
2057|* h UMa                            |PM*|09 31 31.7087322 +63 03 42.701339      | 4.10 | 4.00 | 3.67 | 3.33 | 3.15 |F0IV                 | 123 |   0
2058|* tau UMa                          |SB*|09 10 55.0404694887 +63 30 49.064336279|     ~| 5.008| 4.640|     ~|     ~|kA5hF0mF5II          | 214 |   1
2059|* b UMa                            |*  |08 53 22.5576197455 +61 57 44.159180001| 6.150| 6.030| 5.740|     ~|     ~|F2III                |  40 |   0
2060|HD 78767                           |*  |09 12 45.9371756187 +61 40 32.693552849|     ~| 7.43 | 7.31 |     ~|     ~|A0                   |   7 |   0
2061|* c UMa                            |SB*|09 14 20.5373862843 +61 25 23.953809117|     ~| 5.71 | 5.20 |     ~|     ~|G0V                  | 151 |   0
2062|HD 73029                           |PM*|08 39 10.0780536402 +59 56 20.785970484| 6.520| 6.500| 6.470|     ~|     ~|A2Vn                 |  24 |   0
2063|HD 75487                           |*  |08 53 05.9467545473 +59 03 22.103259919| 6.780| 6.740| 6.350|     ~|     ~|F5IV-V               |  30 |   0
2064|* 30 Lyn                           |PM*|08 20 26.0596402500 +57 44 35.807011824|     ~| 6.272| 5.877|     ~|     ~|F4V                  |  53 |   0
2065|HD 72113                           |*  |08 33 55.0743405772 +58 36 26.072223636|     ~| 6.867| 6.866|     ~|     ~|A0                   |  15 |   0
2066|HD 67539                           |PM*|08 11 18.0793631730 +54 32 24.872361557|     ~| 7.44 | 6.48 |     ~|     ~|G5                   |  14 |   0
2067|HD 67991                           |PM*|08 13 21.6854398788 +56 31 40.326580056|     ~| 7.26 | 6.83 |     ~|     ~|F2                   |  16 |   0
2068|HD 68077                           |*  |08 13 50.1853774647 +56 27 08.111562469|     ~| 6.863| 5.850|     ~|     ~|G9III                |  30 |   0
2069|V* CO Lyn                          |dS*|08 09 28.8532271490 +55 15 21.032834225|     ~| 7.15 | 6.82 |     ~|     ~|F0                   |  13 |   0
2070|HD 69174                           |*  |08 18 28.8660590297 +54 33 49.835376568|     ~| 6.86 | 6.60 |     ~|     ~|A5                   |   7 |   0
2071|HD 65390                           |PM*|08 01 12.1344151216 +54 27 37.953166912|     ~| 7.24 | 7.06 |     ~|     ~|A3                   |   6 |   0
2072|HD 66068                           |SB*|08 04 35.9454041148 +53 40 42.752949819| 7.460| 7.350| 7.040|     ~|     ~|Am                   |  28 |   0
2073|HD 67562                           |PM*|08 11 09.7004958729 +53 14 42.310422461| 7.380| 7.300| 6.790|     ~|     ~|F5                   |  17 |   0
2074|HD 59975                           |*  |07 34 36.2393011727 +48 11 29.042141621|     ~| 7.38 | 7.27 |     ~|     ~|A3                   |  12 |   0
2075|* 50 Cam                           |*  |07 44 04.1763884801 +50 26 01.682898489| 5.27 | 5.35 | 5.36 |     ~|     ~|A0IIIn               |  46 |   0
2076|HD 60652                           |*  |07 37 53.8484545750 +48 46 25.841328277|     ~| 6.138| 5.906|     ~|     ~|A5m                  |  46 |   0
2077|HD 61363                           |PM*|07 41 12.3982289756 +48 07 53.524917639|     ~| 6.591| 5.581|     ~|     ~|K0III                |  41 |   0
2078|HD 60437                           |*  |07 36 31.6345009627 +46 10 49.036835731| 9.11 | 7.21 | 5.65 |     ~|     ~|M0III                |  40 |   0
2079|* phi Her                          |a2*|16 08 46.1668803916 +44 56 05.732213070| 3.92 | 4.20 | 4.27 | 4.27 | 4.36 |B9VspHgMn            | 281 |   1
2080|* ups Her                          |PM*|16 02 47.8971148667 +46 02 12.129177551| 4.33 | 4.616| 4.709|     ~|     ~|B9III                | 224 |   0
2081|HD 145082                          |*  |16 06 59.5656288263 +47 30 18.148109928|     ~| 6.617| 6.642|     ~|     ~|A0                   |  12 |   0
2082|HD 143584                          |PM*|15 59 04.3961124834 +49 52 51.758454059|     ~| 6.304| 6.032|     ~|     ~|F0IV                 |  59 |   0
2083|HD 139478                          |PM*|15 36 04.1767261720 +52 04 11.315467204|     ~| 7.009| 6.694|     ~|     ~|F1IV                 |  38 |   0
2084|V* BP Boo                          |a2*|15 42 50.7608176135 +52 21 39.244410993|     ~| 5.430| 5.482|     ~|     ~|A0VpSiCr             | 121 |   0
2085|HD 138338                          |*  |15 28 56.8221143529 +55 11 41.774077949|     ~| 6.513| 6.427|     ~|     ~|A3m                  |  42 |   0
2086|HD 139493                          |** |15 35 57.0367676819 +54 37 49.751682545| 5.880| 5.840| 5.790|     ~| 5.72 |A2V                  |  48 |   0
2087|HD 137928                          |*  |15 26 32.1899116415 +54 01 13.061401101|     ~| 6.50 | 6.43 |     ~|     ~|A2IV                 |  26 |   0
2088|HD 139357                          |*  |15 35 16.1984597370 +53 55 19.714695899|     ~| 7.160| 5.964|     ~|     ~|K4III:               |  42 |   1
2089|HD 139778                          |*  |15 37 32.0082225229 +54 30 31.427081733|     ~| 6.956| 5.845|     ~|     ~|K1III:               |  25 |   0
2090|HD 130173                          |PM*|14 44 03.5571845189 +61 05 53.768329687|     ~| 7.28 | 6.87 |     ~|     ~|F5Vm-3               |  25 |   0
2091|V* DL Dra                          |dS*|14 42 03.2494619556 +61 15 42.890771163|     ~| 6.66 | 6.25 |     ~|     ~|F2V                  |  76 |   1
2092|V* ER Dra                          |dS*|14 31 42.8114266063 +60 13 32.282244076| 6.630| 6.500| 6.260|     ~|     ~|F0III                |  58 |   0
2093|HD 119476                          |PM*|13 41 29.8930744274 +64 49 20.679551826| 6.000| 5.930| 5.850|     ~|     ~|A2V                  |  38 |   0
2094|* i Dra                            |LP?|13 51 25.9393781 +64 43 23.772696      | 8.12 | 6.23 | 4.66 | 3.05 | 1.69 |M3.5III              | 110 |   0
2095|HD 119581                          |PM*|13 42 06.4495538600 +65 16 23.103355240|     ~| 6.72 | 6.61 |     ~|     ~|A2                   |   6 |   0
2096|HD 117200                          |PM*|13 27 04.6102647066 +64 44 07.890792920|     ~| 6.982| 6.608|     ~|     ~|F0                   |  47 |   0
2097|HD 117201                          |PM*|13 27 10.5449485980 +64 43 10.324573636|     ~| 7.43 | 7.01 |     ~|     ~|F0                   |  39 |   0
2098|HD 117043                          |PM*|13 25 59.8587599232 +63 15 40.593753701| 7.590| 7.230|     ~| 6.0  |     ~|G6V                  |  91 |   0
2099|* 9 Dra                            |PM*|12 59 55.0717447213 +66 35 50.171234983|     ~| 6.657| 5.368|     ~|     ~|K2III                |  65 |   0
2100|* 8 Dra                            |gD*|12 55 28.5500146686 +65 26 18.507881543|     ~| 5.516| 5.225|     ~|     ~|F3IV                 |  81 |   0
2101|HD 109002                          |*  |12 30 58.1826660434 +65 53 52.265534829|     ~| 7.12 | 6.94 |     ~|     ~|A3                   |   6 |   0
2102|* 7 Dra                            |*  |12 47 34.3447282267 +66 47 25.097738333|     ~| 7.002| 5.423|     ~|     ~|K5III                |  31 |   0
2103|HD 107379                          |** |12 20 23.0621353 +66 23 28.236402      |     ~| 7.17 | 7.11 |     ~|     ~|A0                   |   5 |   0
2104|* 3 Dra                            |PM*|11 42 28.3616779702 +66 44 41.662126034|     ~| 6.582| 5.308|     ~|     ~|K3III                |  47 |   0
2105|HD 98499                           |PM*|11 20 53.7959255895 +67 06 02.707143249|     ~| 7.228| 6.201|     ~|     ~|G8                   |  14 |   0
2106|HD 98196A                          |PM*|11 18 46.6682378339 +66 41 03.141537422|     ~| 7.39 | 7.13 |     ~|     ~|F0                   |   9 |   0
2107|HD 93427                           |*  |10 48 49.8711974952 +65 07 56.969885896|     ~| 6.369| 6.398|     ~|     ~|B9V                  |  28 |   0
2108|* 35 UMa                           |*  |10 29 54.4368636066 +65 37 34.434348862|     ~| 7.463| 6.309|     ~|     ~|K2III:               |  27 |   0
2109|V* ET UMa                          |a2*|10 24 07.8480130480 +65 33 59.120995310|     ~| 4.889| 4.930|     ~|     ~|A1:VpSiSrHg          | 260 |   0
2110|HD 90745                           |PM*|10 30 26.5866905909 +64 15 27.684182765| 6.370| 6.250| 6.090|     ~|     ~|A7III                |  29 |   0
2111|* 32 UMa                           |PM*|10 18 02.0272781454 +65 06 30.071125521| 6.020| 5.910| 5.760|     ~|     ~|A8III                |  56 |   0
2112|HD 85583                           |*  |09 55 03.3572709440 +61 06 58.046892877|     ~| 7.346| 6.286|     ~|     ~|K0                   |  12 |   0
2113|HD 82969                           |*  |09 37 37.5099297916 +60 12 49.258930977|     ~| 7.33 | 6.41 |     ~|     ~|G5                   |  24 |   0
2114|HD 77692                           |*  |09 06 43.1398205548 +59 20 40.291368983|     ~| 6.461| 6.435|10.8  |     ~|A2V                  |  21 |   0
2115|HD 76216                           |Pu*|08 57 25.1352685797 +58 13 07.768449609| 7.190| 7.070| 6.920|     ~|     ~|A2                   |  12 |   0
2116|HD 71554                           |*  |08 30 34.1962663082 +54 07 08.928115016| 6.690| 6.760| 6.780|     ~|     ~|B9                   |  15 |   0
2117|HD 71952                           |PM*|08 32 33.4471902951 +53 06 53.450085479|     ~| 7.252| 6.226|     ~|     ~|K0IV                 |  37 |   0
2118|HD 69682                           |PM*|08 20 29.0946117473 +53 34 26.728714624| 6.880| 6.810| 6.510|     ~|     ~|F0IV                 |  36 |   0
2119|HD 70313                           |PM*|08 23 48.5018769213 +53 13 10.970365333| 5.760| 5.660| 5.540|     ~| 5.38 |A3Va                 |  65 |   0
2120|* 27 Lyn                           |PM*|08 08 27.4463215 +51 30 24.005467      |     ~| 4.819| 4.797|     ~| 4.71 |A2V                  |  71 |   0
2121|HD 67044                           |*  |08 08 24.6351020385 +49 01 15.879527759|     ~| 7.44 | 7.48 |     ~|     ~|B8                   |   9 |   0
2122|* 26 Lyn                           |*  |07 54 42.6980242684 +47 33 52.540830181|     ~| 6.915| 5.446|     ~|     ~|K4III                |  32 |   0
2123|* 25 Lyn                           |*  |07 54 29.2607096314 +47 23 09.518604274|     ~| 7.381| 6.253|     ~|     ~|K2III:               |  16 |   0
2124|HD 63630                           |PM*|07 52 03.8649935467 +45 55 58.760496878|     ~| 6.69 | 6.50 |     ~| 6.26 |A3                   |  10 |   0
2125|HD 63312                           |*  |07 50 22.8345507236 +45 47 30.752786398|     ~| 7.25 | 7.06 |     ~|     ~|A3V                  |  18 |   0
2126|HD 60335                           |EB*|07 35 55.97410 +43 01 51.4501          | 6.840| 6.740| 6.410| 7.16 |     ~|F2V                  |  44 |   0
2127|HD 145931                          |*  |16 11 47.5986312784 +42 22 28.438114846|     ~| 7.348| 5.868|     ~|     ~|K4III                |  40 |   0
2128|HD 139906                          |*  |15 38 34.2123448269 +50 25 23.726159231|     ~| 6.67 | 5.84 |     ~|     ~|G8III                |  24 |   0
2129|HR 5715                            |** |15 20 05.1514630620 +51 57 30.650963181|     ~| 5.753| 5.640|     ~| 5.52 |A4V                  |  49 |   0
2130|HD 135944                          |PM*|15 15 50.7074108236 +50 56 18.457043388| 7.790| 7.330| 6.480|     ~|     ~|G5                   |  12 |   0
2131|HD 133109                          |** |15 00 23.8360452822 +55 37 05.391380195|     ~| 7.50 | 7.16 |     ~|     ~|F0                   |  21 |   0
2132|HD 132910                          |*  |14 59 34.5869939777 +53 51 36.575741156|     ~| 7.11 | 6.83 |     ~|     ~|F0                   |  32 |   1
2133|HD 134190                          |PM*|15 06 16.7168540746 +54 33 22.746038161| 6.85 | 6.21 | 5.25 |     ~|     ~|G8IIIFe-1            |  98 |   0
2134|HD 131617                          |*  |14 52 31.2136165712 +55 44 42.634465873|     ~| 7.40 | 7.15 |     ~|     ~|A5                   |  12 |   0
2135|HD 128332                          |PM*|14 34 15.9351859581 +57 03 54.926941847|     ~| 6.97 |     ~| 6.2  |     ~|F6V                  |  50 |   0
2136|HD 123977                          |PM*|14 08 46.0464410747 +59 20 15.530389715|     ~| 7.497| 6.471|     ~|     ~|K0III                |  49 |   0
2137|HD 119842                          |*  |13 43 52.2369474809 +60 08 43.920289405|     ~| 7.30 | 7.15 |     ~|     ~|A0                   |  10 |   0
2138|HD 120787                          |SB*|13 49 45.5190525015 +61 29 21.502252284|     ~| 6.928| 5.964|     ~|     ~|G3V                  |  38 |   0
2139|HD 113994                          |*  |13 06 22.8827962354 +62 02 30.728626810|     ~| 7.158| 6.154|     ~|     ~|G7III                |  22 |   0
2140|HD 114504                          |*  |13 09 50.1758608252 +62 13 44.842301332| 6.500| 6.510| 6.520|     ~|     ~|A1V                  |  28 |   0
2141|HD 111270                          |*  |12 47 18.9516639685 +62 46 52.153747524| 6.190| 6.090| 5.890|     ~|     ~|A9V                  |  34 |   0
2142|HD 108150                          |*  |12 25 06.3612290189 +63 48 10.004094595|     ~| 7.228| 6.308|     ~|     ~|G8III                |  12 |   0
2143|* 76 UMa                           |*  |12 41 33.9112769470 +62 42 46.943828320| 6.140| 6.060| 6.020|     ~|     ~|A2III                |  38 |   0
2144|HD 105043                          |PM*|12 05 39.7012468504 +62 55 59.226885598|     ~| 7.36 | 6.13 |     ~|     ~|K2III                |  36 |   0
2145|CCDM J11388+6421AB                 |** |11 38 49.13742 +64 20 49.0860          | 6.750| 6.640| 6.500|     ~|     ~|A5IV                 |  30 |   1
2146|HD 98772                           |*  |11 22 51.2437905712 +64 19 49.843190242| 6.180| 6.110| 6.030|     ~|     ~|A3V                  |  51 |   0
2147|HD 99747                           |PM*|11 29 04.5630861273 +61 46 42.120902491|     ~| 6.19 |     ~| 5.6  |     ~|F5VkF0mA9            | 106 |   0
2148|HD 95256                           |PM*|11 01 05.6567753407 +63 25 16.020624579|     ~| 6.536| 6.358|     ~|     ~|A2m                  |  33 |   0
2149|* alf UMa A                        |PM*|11 03 43.668632 +61 45 03.72003        |     ~| 3.01 | 1.87 |     ~|     ~|G9III                |  11 |   0
2150|* alf UMa B                        |PM*|11 03 43.598848 +61 45 03.14311        |     ~| 5.26 | 4.86 |     ~|     ~|A7.5                 |   5 |   0
2151|* alf UMa                          |SB*|11 03 43.67152 +61 45 03.7249          | 3.78 | 2.86 | 1.79 | 0.98 | 0.40 |G9III+A7.5           | 424 |   0
2152|HD 88759                           |*  |10 16 03.1064806694 +60 09 02.213837732|     ~| 7.17 | 6.76 |     ~|     ~|F2                   |  19 |   0
2153|* ups UMa                          |dS*|09 50 59.3569995 +59 02 19.448566      | 4.19 | 4.10 | 3.81 | 3.47 | 3.31 |F0                   | 185 |   0
2154|HD 82861                           |*  |09 36 42.8818423794 +56 58 12.586126053|     ~| 7.196| 7.049|     ~|     ~|Am                   |  27 |   0
2155|HD 81702                           |PM*|09 29 21.4844031769 +56 14 27.302446186| 7.260| 7.270|     ~| 6.7  |     ~|F2                   |  27 |   0
2156|* 17 UMa                           |V* |09 15 49.7822079137 +56 44 29.073941711|     ~| 6.844| 5.266|     ~|     ~|K4III                |  50 |   0
2157|V* CG UMa                          |LP*|09 21 43.2866043430 +56 41 57.187211010|     ~| 7.08 | 5.47 |     ~|     ~|M4IIIa               |  42 |   0
2158|HD 77309                           |*  |09 04 00.3996997087 +54 17 01.980938534| 5.820| 5.760| 5.740|     ~|     ~|A2V                  |  36 |   0
2159|HD 73017                           |PM*|08 38 22.1848684056 +53 24 05.552032253|     ~| 6.609| 5.645|     ~|     ~|G9III                |  39 |   0
2160|HD 73171                           |*  |08 39 17.6231141403 +52 42 41.849868153|     ~| 7.073| 5.891|     ~|     ~|K1III                |  33 |   0
2161|HD 75894                           |*  |08 54 57.4401163026 +52 47 40.688311743|     ~| 7.27 | 7.28 |     ~|     ~|B9                   |   7 |   0
2162|HD 75616                           |*  |08 53 06.0954749924 +52 23 24.824704420|     ~| 7.41 | 6.99 |     ~|     ~|F5                   |  42 |   0
2163|HD 68194                           |*  |08 13 27.7681831903 +48 16 50.950357260|     ~| 6.798| 6.825|     ~|     ~|B9V                  |  12 |   0
2164|HD 64958                           |*  |07 58 16.5651567000 +43 58 38.561737574| 8.310| 7.410| 6.360|     ~|     ~|K0                   |  20 |   0
2165|HD 65041                           |SB*|07 58 34.8703334424 +43 30 14.146768346| 6.37 | 7.15 | 7.33 |     ~|     ~|B2V                  |  31 |   0
2166|* 2 Her                            |PM*|15 54 37.8502258067 +43 08 18.833826241| 8.98 | 7.02 | 5.38 | 3.90 | 2.65 |M3-III               |  56 |   0
2167|* 4 Her                            |Be*|15 55 30.5918031179 +42 33 58.287739693| 5.23 | 5.64 | 5.75 |     ~| 5.82 |B9pe                 | 166 |   0
2168|* chi Her                          |PM*|15 52 40.5411372117 +42 27 05.451105113| 5.19 | 5.19 | 4.62 | 4.14 | 3.82 |F8VFe-2Hdel-1        | 476 |   0
2169|HD 140139                          |PM*|15 40 21.4150854605 +43 50 46.855298179|     ~| 7.48 | 7.16 |     ~|     ~|F0                   |  16 |   0
2170|HD 139798                          |PM*|15 38 16.2438336455 +46 47 51.859203156|     ~| 6.089| 5.742|     ~|     ~|F2V                  |  90 |   0
2171|HD 140612                          |PM*|15 42 37.9266181028 +45 45 43.469281015|     ~| 7.37 | 7.01 |     ~|     ~|F0                   |  17 |   0
2172|HD 138302                          |*  |15 29 23.2954161243 +47 42 48.279893636|     ~| 6.905| 6.847|     ~|     ~|A0                   |   9 |   0
2173|HD 137629                          |PM*|15 25 08.0001380101 +47 03 38.933759926|     ~| 7.36 | 6.81 |     ~|     ~|G5                   |  22 |   0
2174|HD 138213                          |SB*|15 28 44.3920221857 +47 12 05.444768698|     ~| 6.231| 6.138|     ~|     ~|A2IV                 |  54 |   0
2175|HD 134493                          |*  |15 08 19.5376762095 +50 03 17.838591166|     ~| 7.382| 6.327|     ~|     ~|K0III                |  38 |   0
2176|HD 131040                          |*  |14 49 32.3819694129 +51 22 28.210591007| 6.840| 6.860| 6.480|     ~|     ~|F3V                  |  40 |   0
2177|HD 128000                          |*  |14 32 30.9301835541 +55 23 52.782318296|     ~| 7.244| 5.718|     ~|     ~|K5III                |  33 |   0
2178|HD 128998                          |*  |14 38 15.2218594014 +54 01 24.024858887| 5.830| 5.830| 5.830|     ~|     ~|A1V                  |  45 |   0
2179|HD 125193                          |PM*|14 15 59.9058375868 +56 41 20.784259763| 7.410| 7.260| 6.680|     ~|     ~|F8                   |  26 |   0
2180|HD 125229                          |*  |14 16 08.47209 +56 42 45.6877          |     ~| 7.37 | 7.13 |     ~|     ~|F0                   |  10 |   0
2181|HD 126968                          |** |14 26 51.5610111996 +56 02 10.731446561|     ~| 7.48 | 7.53 |     ~|     ~|A0                   |   6 |   0
2182|HD 125469                          |*  |14 17 47.9015433756 +55 25 31.294307859|     ~| 6.90 | 6.87 |     ~|     ~|A2                   |  14 |   0
2183|HD 125632                          |*  |14 18 55.9141698482 +54 51 49.599329946| 6.720| 6.660| 6.480|     ~|     ~|A5Vn                 |  39 |   0
2184|HD 120874                          |*  |13 50 27.7437874244 +58 32 22.047877206| 6.610| 6.540| 6.460|     ~|     ~|A3V                  |  39 |   0
2185|V* CQ UMa                          |a2*|13 40 21.3848513037 +57 12 27.377068970|     ~| 6.380| 6.273|     ~|     ~|A2IVpSrCr            | 103 |   0
2186|HD 117376                          |PM*|13 28 27.0871789650 +59 56 44.830534761|     ~| 5.39 | 5.40 |     ~|     ~|A1Vn                 |  55 |   0
2187|HD 113436                          |*  |13 02 40.4215095848 +59 42 58.700644907|     ~| 6.554| 6.507|     ~|     ~|A3Vn                 |  36 |   0
2188|HD 111456                          |** |12 48 39.4470003426 +60 19 11.037876361|     ~| 6.299| 5.831|     ~|     ~|F6V                  | 191 |   1
2189|V* T UMa                           |Mi*|12 36 23.4661235260 +59 29 12.972759340| 7.67 | 6.90 | 5.50 |     ~|     ~|M4-7e                | 152 |   1
2190|V* KW UMa                          |dS*|11 47 07.8037647471 +61 24 06.725521707|     ~| 6.822| 6.587|     ~|     ~|F0                   |  32 |   0
2191|HD 103736                          |PM*|11 56 53.2360450522 +61 32 57.162911995| 7.870| 7.170| 6.200|     ~|     ~|G8III                |  18 |   0
2192|HD 100203A                         |*  |11 32 20.753592 +61 04 57.89784        |     ~| 6.11 | 5.64 |     ~|     ~|F4V                  |   8 |   0
2193|HD 97889                           |*  |11 16 18.9948894216 +59 56 35.778391041|     ~| 7.090| 6.905|     ~|     ~|A3                   |  23 |   0
2194|* 42 UMa                           |PM*|10 51 23.7223413607 +59 19 12.436967225|     ~| 6.730| 5.562|     ~|     ~|K2III                |  31 |   0
2195|HD 88424                           |*  |10 13 28.8059026598 +57 59 37.548398668| 7.230| 7.150| 7.050|     ~|     ~|A2                   |  10 |   0
